J235	Hamdan na'imin.	Hamdan na-i-min.
J236	Hamdan yuafini' yaumazidah.	Hamdan yuafini yaumazidah.
J237	Ya robbana lakal hamdu.	Ya rob-ba-na la-kal ham-du.
J238	Kama yambagi lilzalali.	Kama yam-ba-gi lil-za-la-li.
J239	Wajhikal karim.	Waj-hi-kal ka-rim.
J240	Yaazim sulthonik.	Ya-azim sul-to-nik.
J241	Allahuma sholi wasalim alaihi.	Allo-hu-ma so-li wa-sa-lim a-lai-hi.
J242	Ya Allah Ya Syukur.	Ya Allah Ya Sukur.
J243	Dalam suasana penuh hikmat ini kami memanjatkan rasa syukur sedalam-dalamnya.	Dalam suasana penuh hikmat ini kami memanjatkan rasa syukur sedalam-dalamnya.
J244	Ya Allah Ya Rahman Ya Rahim.	Ya Allah Ya Rohman Ya Rahim.
J245	Anugerahkanlah kearifan, kecerdasan dan kepekaan yang lebih kepada para hambamu yang baru saja dilantik. 	Anugerahkanlah kearifan, kecerdasan dan kepekaan yang lebih kepada para hambamu yang baru saja dilantik.
J246	Dihadapan mereka terbentang sejumlah tantangan. 	Dihadapan mereka terbentang sejumlah tantangan.
J247	Ya Allah Ya Qowi Ya Mathin.	Ya Allah Ya Qowi Ya Matin.
J248	Engkau maha mengetahui kekhususan dan kelemahan kami sebagai manusia biasa. 	Engkau maha mengetahui kekhususan dan kelemahan kami sebagai manusia biasa.
J249	Engkau juga maha mengetahui rahasia-rahasia kami. 	Engkau juga maha mengetahui rahasia-rahasia kami.
J250	Ampunilah seluruh dosa-dosa kami. 	Ampunilah seluruh dosa-dosa kami.
J251	Tutupilah seluruh aib-aib kami. 	Tutupilah seluruh aib-aib kami.
J252	Putihkanlah seluruh kegelapan masa lampau kami dengan kasih sayang-Mu. 	Putihkanlah seluruh kegelapan masa lampau kami dengan kasih sayang-Mu.
J253	Pada akhirnya kami semua menyerahkan diri ini kepada-Mu sepenuhnya.	Pada akhirnya kami semua menyerahkan diri ini kepada-Mu sepenuhnya.
J254	Tuntunlah, bimbinglah, dan bantulah kami.	Tuntunlah, bimbinglah, dan bantulah kami.
J255	Amin ya robbal alamin.	Amin ya rob-bal a-la-min.
J256	Robbana atina fidunya hasanah.	Rob-ba-na a-ti-na fid-dun-ya hasanah.
J257	Wafil ahiroti hasanah.	Wa-fil a-khi-ro-ti hasanah.
J258	wakina azabanar.	wa-qina a-za-ba-nar.
J259	Walhamdulillahirobil'alamin.	Wal-ham-du-lil-la-hi-rob-bil-a-lamin.
J260	Dan Ipnu menemukan benda eksplosif di ujung jalan itu.	Dan Ipnu menemukan benda Eksplosif di ujung jalan itu.
J261	Di Jurangmangu iya di Poso juga iya.	Di Jurangmangu iya, di Poso juga iya.
J262	Di ring empat, Mike Tyson tampil menggila.	Di ring empat, Maik Taisen tampil menggila.
J263	Kalau eceran dan kalau resmi harganya gak akan semahal itu.	Kalau EcEran dan kalau resmi harganya gak akan semahal itu.
J264	Kalau cek oke berarti enggak masalah.	Kalau cEk okE berarti enggak masalah.
J265	Undang-undang nomor kosong satu kosong kosong titik.	Undang-undang nomor kosong satu kosong kosong titik.
J266	Kebijakan ekonomi Sri Mulyani dinilai terlalu pragmatis.	Kebijakan Ekonomi Sri Mulyani dinilai terlalu pragmatis.
J267	Dubes Prancis geram dengan pengeboman rabu lalu.	Dubes Prancis geram dengan pengeboman rabu lalu.
J268	Mulan pun akhirnya curhat ke tabloid Citra.	Mulan pun akhirnya curhat ke tabloid Citra.
J269	Dia belajar gerakan itu dari pebulu tangkis Denmark.	Dia belajar gerakan itu dari pebulu tangkis DEnmark.
J270	Harga yang ditawarkan didasarkan gengsi pengembang di sini.	Harga yang ditawarkan didasarkan gEngsi pengembang di sini.
J271	Goyang Mang kata pedangdut berbaju seronok itu.	Goyang Mang kata pedangdut berbaju seronok itu.
J272	Pagi-pagi dia mengajak hewan peliharaannya ke alam segar.	Pagi-pagi dia mengajak hEwan peliharaannya ke alam segar.
J273	Ari Firdaus atau lebih dikenal sebagai Afi.	Ari Firdaus atau lebih dikenal sebagai Afi.
J274	Orangtua sering melakukan kekerasan verbal atau verbalisme.	Orangtua sering melakukan kekerasan vErbal atau vErbalisme.
J275	Untuk bisa keluar masuk penjara, Gayus Tambunan disinyalir memberi sangu untuk sipir.	Untuk bisa keluar masuk penjara, Gayus Tambunan disinyalir memberi sangu untuk sipir.
J276	Wajah Radio Cakrawala di mata para fannys sudah berubah.	Wajah Radio Cakrawala di mata para fanis sudah berubah.
J277	Dia tersesat ke kloter lain.	Dia tersesat ke kloter lain.
J278	Tiga tahun  lamanya dia bekerja sebagai pelayan atau pegawai restoran.	Tiga tahun  lamanya dia bekerja sebagai pelayan atau pegawai rEstoran.
J279	Sepuluh truk digunakan untuk mengangkut makanan dan ponco.	Sepuluh truk digunakan untuk mengangkut makanan dan ponco.
J280	Burma melakukan re-ekspor rokok dari Indonesia.	Burma melakukan rE-Ekspor rokok dari IndonEsia.
J281	Vegetasi dilakukan di Tanah Gocap di Ifar Gunung.	VEgEtasi dilakukan di Tanah Gocap di Ifar Gunung.
J282	Ritme belajarnya semakin lambat akibat gangguan mata yang dialaminya.	Ritme belajarnya semakin lambat akibat gangguan mata yang dialaminya.
J283	Pos Indonesia menyetel wesel sebagai produk unggulannya.	Pos IndonEsia menyetEl wEsel sebagai produk unggulannya.
J284	Bunyu menarik revolver tanpa melihat ke arah lawannya.	Bunyu menarik rEvolver tanpa melihat ke arah lawannya.
J285	Veron merupakan arsitek yang merancang gedung WTO di berbagai belahan dunia.	VEron merupakan arsitEk yang merancang gedung WE-TE-O di berbagai belahan dunia.
J286	Konflik vertikal yang dilakukan kelompok bersenjata dapat diselesaikan dengan cara persuasif.	Konflik vErtikal yang dilakukan kelompok bersenjata dapat diselesaikan dengan cara pErsuasif.
J287	Faktor sosiologis politik tentu berbeda antara satu wilayah dengan wilayah lain.	Faktor sosiologis politik tentu berbeda antara satu wilayah dengan wilayah lain.
J288	Fahmi Idris resmi diberhentikan dari jabatan Direktur Utama BPJS Kesehatan.	Fahmi Idris resmi diberhentikan dari jabatan DirEktur Utama BE-PE-JE-ES KesEhatan.
J289	Ahok latihan nyanyi Hujan Gerimis Aje.	Ahok latihan nyanyi Hujan Gerimis aje.
J290	Emil Elestianto Dardak mengaku tidak memanfaatkan popularitas Arumi Bachsin untuk mendulang suara.	Emil E-les-ti-yan-to Dardak mengaku tidak memanfaatkan popularitas Arumi Bakh-sin untuk mendulang suara.
J291	Emil disebut sebagai calon yang paling disukai oleh warga Jakarta dibandingkan Basuki Tjahaja Purnama.	Emil disebut sebagai calon yang paling disukai olEh warga Jakarta dibandingkan Basuki Cahaya Purnama.
J292	Yoyok menggandeng Ombudsman RI untuk mengajarinya cara memberikan pelayanan publik yang baik.	Yoyok menggandEng Ombudsman ER-I untuk mengajarinya cara memberikan pelayanan publik yang baik.
J293	Jajaran Polresta Tangerang menggelar rezia besar-besaran di Kabupaten Tangerang. 	Jajaran polrEsta Tanggerang menggelar rezia besar-besaran di KabupatEn Tangerang.
J294	Kegagalan riset jangan dipandang sebagai kerugian negara.	Kegagalan risEt jangan dipandang sebagai kerugian negara.
J295	Komisi sepuluh diminta perjuangkan pengangkatan guru honorer.	Komisi sepuluh diminta perjuangkan pengangkatan guru honorEr.
J296	UGM dan ITB membutuhkan SDM yang penuhi rasio ideal universitas kelas dunia.	U-GE-EM dan I-TE-BE membutuhkan ES-DE-EM yang penuhi rasio idEal universitas kelas dunia.
J297	Australia melihat ISIS mengincar Indonesia sebagai sebuah khalifah jauh.	Australia melihat ISIS mengincar IndonEsia sebagai sebuah khalifah jauh.
J298	Wali Kota Bandung Ridwan Kamil memaknai pergantian tahun sebagai momentum introspeksi diri.	Wali Kota Bandung Ridwan Kamil memaknai pergantian tahun sebagai momEntum introspEksi diri.
J299	Ahok mencurigai adanya permainan yang dilakukan operator Bus Kopaja.	Ahok mencurigai adanya permainan yang dilakukan operator Bus Kopaja.
J300	Magelang tetapkan KLB DBD di Desa Banyuwangi.	Magelang tetapkan KA-EL-BE DE-BE-DE di DEsa Banyuwangi.
